"Data Source","Indicadores del desarrollo mundial",

"Last Updated Date","2024-11-13",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Polonia","POL","PIB (US$ a precios constantes de 2015)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","194797367584.792","181131204775.169","185686615837.644","192628157713.225","202823584825.574","217229871335.721","230514657116.328","245380554450.192","256767475792.546","268719724101.34","280975991510.811","284512269531.768","290304549675.023","300460538532.962","315432020161.825","326493699429.633","346511473670.248","370980501392.758","386561612946.014","397509749303.621","409175222178.008","429806605650.617","436448070035.814","440186496882.876","457076270062.343","477111287969.227","491202812044.038","516450722907.547","547154795065.659","571503117124.287","559958349913.782","598791351638.148","632548613874.519","633564398461.334",
"previa al dividendo demográfico","PRE","PIB (US$ a precios constantes de 2015)","NY.GDP.MKTP.KD","179275520884.866","178730545160.887","189702313258.066","200740230612.28","210095889226.472","219352011309.944","221933442506.707","209064638148.27","216664926148.518","241299044923.437","262164113202.737","286887884741.959","296757833109.714","308898258538.153","334882213617.157","333598735253.823","356837573843.59","373695924231.082","373107808346.368","394486585222.284","411226413230.127","394654965768.017","389795464711.997","371064594178.808","373306486744.776","386968481509.443","396940762842.469","412422660925.711","428147863837.182","434004035149.069","470187336409.385","431209188802.252","441472043444.915","439523671359.586","439451890480.134","453107113928.281","478599225839.507","508829361583.863","544285223059.342","567534540966.623","599176646414.209","625131799277.907","662132300897.884","657316393592.326","735981729015.043","779942839952.796","828495562734.962","878721047407.355","934845153249.383","980860683775.129","1045224221375.04","1090134472264.5","1136470677133.33","1203059790192.44","1264402573646.28","1305833014908.77","1337151141173.12","1358749925098.07","1393905719840.31","1440015627195.52","1403133138901.13","1447391606250.1","1507322263242.52","1542996994547.04",
"Puerto Rico","PRI","PIB (US$ a precios constantes de 2015)","NY.GDP.MKTP.KD","14872866396.2506","15920174750.848","17245260650.7333","18737156256.9318","20060172567.4211","21906679851.0139","23549494281.4247","25015031909.4676","26310919277.1981","28777629536.4784","31194351251.888","33180011638.8458","35560204650.8538","37816462599.7621","38919711945.7186","38664956204.4852","41078843373.4121","43523314808.274","46540327586.3008","50220189697.6059","52351266023.764","52952230929.4693","52127953623.3092","50907130172.8559","53925254341.4146","55595558165.5674","58362753380.8323","61729699983.4919","65364574808.32","68198098010.7801","66260903262.2885","67787813677.7587","70881684617.9574","74173803598.9844","77278688319.2292","80794086659.3708","82663425508.999","86697472764.0347","91492472094.9771","96423641797.397","99578589154.2144","105865455055.026","106835668951.807","106892740357.5","116244440869.299","113934735048.332","112328922913.865","111022754683.088","108975346038.928","106847683984.585","106406131530.013","106024654239.328","106055693074.003","105730285936.28","104471711252.84","103375500000","102069149649.478","99124231779.4147","94801000739.6964","96389357184.3707","92359439312.9166","92715228856.7798","96023410438.3396","96564521010.4364",
"Corea, República Popular Democrática de","PRK","PIB (US$ a precios constantes de 2015)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Portugal","PRT","PIB (US$ a precios constantes de 2015)","NY.GDP.MKTP.KD","35972245442.051","37963274505.3015","40474335468.7708","42851677367.703","45555938475.5747","48958506295.0236","50954989841.9646","54799280148.22","59662995317.813","60928293017.8188","66481201352.3269","70890003936.0043","76572330934.3375","85148946573.3098","86122079248.932","82377809425.4785","88062068085.7543","92995831146.0664","95614562274.7027","101006207990.821","105641726219.543","107351119444.742","109643468494.882","109453660796.144","107395954860.652","110411030622.129","114983102465.714","122320627422.591","131481351670.397","139949591199.726","145478331657.148","151833125542.386","153487311625.174","150351141407.788","151801786241.278","158303123479.596","163850456044.527","171061297929.066","179285861799.304","186289802829.511","193398953419.572","197157995297.652","198677933649.212","196829193371.541","200349947385.126","201916379874.368","205197590054.868","210341031080.276","211012540457.556","204424561357.608","207976694614.767","204449067168.824","196153968235.59","194344164093.789","195883739714.001","199394066525.44","203420800578.641","210553436228.057","216552789892.193","222362381347.62","203905155102.504","215604085361.884","230324477738.939","235532701003.005",
"Paraguay","PRY","PIB (US$ a precios constantes de 2015)","NY.GDP.MKTP.KD","2840643135.31984","3036655622.09727","3136873107.86776","3284628970.20977","3422993221.92201","3634122579.76438","3706496252.14829","4045654269.62756","4228804025.8008","4427606505.78894","4673490344.84267","4932315341.17476","5259391843.88932","5643475390.31597","6116484715.65794","6535613449.24659","7027480419.00606","7835224752.93087","8777702779.1326","9818926783.49676","10968933818.4602","11974835380.5032","11807472959.5198","11448216675.5201","11770667082.9813","12303070325.3867","12913897548.8793","13893068567.8455","14714895264.957","15735403256.8771","16384218445.3751","16956625718.4736","17244282666.9241","18095522437.8594","19057827421.2949","20358106834.2346","20678499692.6975","21555788371.9567","21570454446.6117","21275784844.5439","20783433276.2554","20610088070.713","20605676606.0528","21495995447.7688","22368177914.5133","22845400902.1597","23943606096.665","25241738121.227","26881515165.6739","26811317495.2227","29786095177.4635","31062837784.8467","30842899501.4209","33400724748.6239","35171376859.1294","36211447840.0971","37756961788.4686","39573101423.9502","40841122661.179","40677000526.59","40343536418.7875","41964030301.4424","42037903094.7486","44019622007.0359",
"Ribera Occidental y Gaza","PSE","PIB (US$ a precios constantes de 2015)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5057675100","5417706300","5483539600","6287822700","7189132000","7784423000","7118373500","6455607500","5649354300","6441160200","7853400000","8740100000","8653000000","8980800000","9648000000","10477100000","11082400000","12146400000","12886900000","13492400000","13471100000","13972400000","15211000000","15426900000","15616200000","15829000000","14037400000","15021700000","15635000000","14773700000",
"Estados pequeos de las Islas del Pacfico","PSS","PIB (US$ a precios constantes de 2015)","NY.GDP.MKTP.KD","","","","","","","","","","","3098185683.44652","3295749998.04384","3478592106.81096","3870634793.90522","4001701908.96554","4017642185.30653","4050590286.68718","4189031348.73542","4282157447.7839","4653316232.49395","4473403655.58313","4611311706.91581","4459763279.5166","4408339347.02276","4648352996.99653","4566745890.96255","4814808165.5555","4716331324.93962","4773468828.37224","4995314067.11452","5183946089.19562","5164160769.64031","5422771834.52663","5530414721.47017","5796234082.79984","6057883142.55036","6249145119.44514","6176567970.18934","6267096186.90002","6541409369.20322","6430945903.92595","6496810890.09508","6631008461.39866","6762715253.35442","7032621467.91275","7204204470.65165","7375358229.31388","7406398059.87648","7564244457.19989","7519458467.62943","7799958754.73124","8101199669.95152","8182698430.18086","8445745767.90915","8751844703.75262","9082590662.61225","9425967751.49747","9803525058.60946","10074414114.9388","10196767897.3709","9151286296.3476","8888830558.59763","9716238209.3489","10275743091.703",
"posterior al dividendo demográfico","PST","PIB (US$ a precios constantes de 2015)","NY.GDP.MKTP.KD","8666987892944.62","9049100473840.58","9554230747485.8","10033301631147.1","10673034615441.3","11258887474780.3","11878806408565.4","12327126313296.2","13047629339613.1","13775099710073.6","14143796656681.7","14670337822678.7","15448381756828.3","16385811827721.5","16532632527879.8","16523811915869.6","17307472338722","17960236510910.2","18731371694318.8","19445348715065.7","19654898932742.5","20038404492376.9","20078286287443.5","20710486278534.4","21702901694305.3","22511449371841.3","23227971355387.9","24047728648520","25170058767525","26127439439526.5","26834765340709","27110555679040.9","27626516044900","27945591822006.9","28822360810237.1","29600276726514.4","30465281318046.3","31509215545031.7","32404238174754.9","33547607771236.1","34901244700851.7","35436275159472.4","35978273239184.4","36704235091978","37881904100493.8","38930167213121.9","40067144020574","41085573991936","41231730738373.9","39833378782171.9","40992523059900.2","41675686983478.8","42199286523206.4","42836122033632.6","43697758580739.6","44669765037594.5","45472894597029.9","46593840783783.8","47642465808422.3","48485073083213.9","46485670457136.7","49017390801235.9","50200294630168.7","51048338671861",
"Polinesia Francesa","PYF","PIB (US$ a precios constantes de 2015)","NY.GDP.MKTP.KD","","","","","","2168263976.90537","2375909473.00306","2263311164.40941","2601241676.23055","2531373859.16062","2572552004.75177","2881320209.03447","2746039956.69305","2960301402.66833","3493186706.05169","3321926157.70421","3594444234.30058","3669172467.6441","4032147529.83548","4190446584.57862","4210766112.88245","4322183947.5409","4395600112.70648","4501958486.34624","4608217872.5967","4554265400.78881","5171267919.6661","5236934247.77541","5048476248.66471","5157416354.65706","5164114972.43334","5352890580.22183","5274878179.69449","5206427003.26151","5119670999.95394","5099757045.51806","5065663305.06203","5059441928.32768","5147140999.49425","5244449387.70627","5414653325.7104","5396157109.38092","5441818391.62376","5557561996.89049","5611540325.19001","5628934611.80324","5679008720.0998","5775834435.2591","5776225317.78073","5531810591.56165","5395392591.51462","5235583358.463","5187021348.3422","5207707262.84186","5238617841.19666","5325846361.81186","5452049984.38591","5690550040.86988","5794802523.94005","5951258396.41142","5531635723.06513","5647511817.96257","5899733908.23199","",
"Qatar","QAT","PIB (US$ a precios constantes de 2015)","NY.GDP.MKTP.KD","","","","","","","","","","","8816161355.27765","9698469706.02823","10773000938.6102","11934857801.4039","12643579838.1158","13386912643.2393","14504574217.4924","13444952238.9022","14636627609.6795","15401791822.2348","15245244655.6845","15382600056.7414","14325124117.4668","14063666906.445","14718715617.7343","14406653785.4746","15175362083.1064","15182189690.5799","16078614414.0832","17079059748.0166","17662217766.9682","17368630637.6116","19336588139.4337","19080352040.2231","19351046602.8177","19815323923.6155","20682028472.3986","26889127082.8916","29905724796.2705","31186905292.3236","33690629183.4261","35003952796.7125","37517989780.6433","38913643496.7552","46392423696.024","49868495957.88","62919203862.1424","74235635940.1634","87348289335.5953","97792140945.0617","116951901413.005","132594424542.771","138866156527.608","146581616623.746","154400753941.045","161739955576.923","166695978169.384","164199531361.81","166227185730.265","167371229300.128","161416823768.972","164042828070.675","170947179495.954","",
"Rumania","ROU","PIB (US$ a precios constantes de 2015)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","116407350735.818","101369603862.763","92482299110.941","93896200403.0356","97588145228.1769","103671313467.718","107722479548.921","102498948932.697","100418412039.036","100040175339.538","102502427619.717","107851143959.377","114001885694.281","116670837796.445","128837404621.02","134851725413.6","145678715679.773","156216833895.434","170756664425.474","161335345771.082","155041272729.097","162044621848.889","165163969901.573","165609852960.825","172434096708.371","177883883008.747","182966996893.503","197963898692.398","209899179839.428","217986939123.776","209970445914.053","221957437273.542","231073289600.151","236037846070.522",
"Federación de Rusia","RUS","PIB (US$ a precios constantes de 2015)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1197410924008.05","1161488648465.81","1102869019642.57","942610308779.562","860899753889.459","752686755591.282","721498966070.726","694406178897.725","704127280749.068","666808805066.777","709483999746.068","780432873752.842","820235350096.64","858786345187.109","921477339133.556","987823227180.876","1051043572407.72","1137229862730.35","1233894148246.74","1298056264706.47","1196807955075.78","1250664313044.7","1304443243520.47","1356935163515.02","1380755103919.45","1390921151162.46","1363482182197.71","1366123111808.03","1391065651845.68","1430116278515.49","1461551317106.21","1422766794794.99","1502645054025.01","1471544636157.84","1524520243059.52",
"Rwanda","RWA","PIB (US$ a precios constantes de 2015)","NY.GDP.MKTP.KD","1013799804.61148","970231493.942153","1080195575.17219","974115569.157876","852692134.741601","912461839.38192","976415475.995847","1043944541.28649","1117164524.41778","1240134958.79487","1314560731.30312","1330422756.13074","1333922676.21568","1379784113.55237","1399236635.2512","1369659215.50749","1636805454.19643","1669445146.94766","1822213414.85093","2038508471.44994","2220987847.11971","2341725176.88772","2384130224.05764","2526709554.34954","2419557530.76632","2526084559.60989","2664315379.76722","2663674982.02239","2783509057.85271","2782492123.04922","2715732037.25006","2647448223.48389","2802925583.56386","2575644984.32102","1281433164.16877","1732806185.44805","1953664390.06271","2224242072.44601","2421280326.35268","2526651742.15199","2738154857.17088","2970475188.66302","3362342413.91393","3436394916.99219","3692326599.10007","4038588908.44576","4411232246.23331","4747954146.57263","5277885837.30442","5607662143.80163","6018964803.65228","6497977220.93699","7059500358.30804","7392698103.46198","7848617644.03749","8543759088.57783","9053884831.51724","9408631037.00318","10209914117.2987","11174484684.938","10797491791.2884","11969879907.0733","12946350918.2463","14013296848.9235",
"Asia meridional","SAS","PIB (US$ a precios constantes de 2015)","NY.GDP.MKTP.KD","188384865576.304","196323078096.231","203013742495.836","213755867213.795","230341410191.392","229094484168.492","231941618003.484","246110619303.885","257437137636.184","272309855285.407","288395692821.003","290182184938.807","285080392979.326","296146603187.637","303490042232.476","324364425202.399","332820432142.815","353538047029.705","375256936268.092","365782094529.196","389641207407.971","414752677749.655","430747123309.595","459474310934.337","479011839753.109","505244771988.648","529670424597.943","552283459695.128","598498157215.083","630714525842.622","664753654341.886","678765301369.543","718178938342.392","748962171639.826","793287429966.136","847419806837.642","904266037894.749","937674838950.15","988732770759.538","1063012950911.11","1106728825011.48","1154972547449.81","1197949946219.01","1283915686115.46","1380834924638.55","1485954206720.87","1599162055935.75","1713328891738.87","1769836277485.27","1892838131745.54","2032264437265.91","2135325077459.98","2250233106684.28","2385440649481.98","2548791758156.13","2733618963171.59","2946191611624.61","3137771875096.4","3336540107818.03","3467476713350.93","3308572896242.99","3598530287648.17","3825677137194.71","4068716856200.53",
"Arabia Saudita","SAU","PIB (US$ a precios constantes de 2015)","NY.GDP.MKTP.KD","36920790347.6175","41305817634.1436","46230569651.7861","50250830489.105","54661237521.9821","61295342905.9765","66310004053.1418","72217816501.1042","77749792619.0627","82444236883.6874","125803387608.441","151608459711.913","186373184700.917","231420706263.735","268975522543.813","244959798946.227","288614031298.438","309086455082.44","292953208697.075","327871358836.507","346404320459.349","353134710607.909","279930306509.022","234997568528.193","224043232062.328","202099340932.15","236482147605.177","220797429813.29","249742448195.744","248486093784.701","286239823523.625","329198418144.057","342325140180.147","337656827013.273","339543484251.726","340263510697.805","349237662562.115","353092421919.808","363308608216.121","349636384478.496","369304875689.234","364833462234.154","354548137289.041","394406680197.097","425795403002.639","449528530763.868","462063211166.543","470598142423.751","500009365623.81","489712853195.072","514391969511.633","570942996722.733","601824824266.481","617079749143.717","640599267343.861","669484266666.667","682100649038.503","688314917831.272","710335673015.193","718133267432.91","692413074096.449","727553801683.839","782018364988.948","776114792530.154",
"Sudán","SDN","PIB (US$ a precios constantes de 2015)","NY.GDP.MKTP.KD","9621210052.51908","9623364369.76521","10288901059.5193","9995978960.09798","9883979102.0182","10553823687.0892","10176508924.9723","10321430683.8335","10524063160.2563","10670279283.394","11302501303.3461","11556504008.7632","10970475253.0225","11039830076.4568","12303370549.5101","14236656553.0655","16609226650.7235","17642960631.7782","16596558979.4372","15763644181.769","16003931009.6947","17194233566.0236","18218780589.8604","18594543248.2938","17663159912.9089","16553729141.0414","17449916752.1592","19931449275.9311","19865457878.0821","21639720129.0731","20456015800.9486","21992448809.6895","23439081607.5571","24509954458.5396","24756580788.9443","26241255779.4056","27794508186.0374","32884421186.4108","34301247872.5417","35365991403.8139","37610270337.133","40055073506.847","42460970095.8851","45131259048.7124","47451406763.008","50129334265.0222","53403487491.79","56466323951.3765","58638439292.8844","57015500648.426","59215296613.7581","57312394053.386","47566600027.2224","48496595854.7667","50757206252.6521","51726758676.7677","53520457581.1072","53900054790.1369","52455031754.9093","51312429477.3951","49449890489.355","48525909156.8784","48061119947.9824","42271302948.3377",
"Senegal","SEN","PIB (US$ a precios constantes de 2015)","NY.GDP.MKTP.KD","3845391101.77094","3960500894.65365","3955105291.97973","4028847382.54161","4185324877.91611","4241081336.12329","4363087108.93029","4309866483.6694","4580990423.65839","4280745764.02574","4647265164.70415","4640738106.81172","4936966115.3942","4661323443.12333","4857135177.50285","5223152496.43671","5689084008.34184","5536451271.68326","5317543794.14988","5689861492.96184","5916759625.81974","6223261363.46036","6721768519.10687","6342159311.79994","6591776709.80046","6820055505.01507","7033317655.08876","7473312400.54532","7412287163.3226","7706835393.86617","7649320651.26936","7852789724.13743","7956464848.37129","8064689718.09751","8060857301.03684","8501672122.84215","8673403962.06847","8937561242.89432","9464741444.3125","10059440324.3535","10450471990.9721","10900976316.0181","10908464913.3606","11518679089.4187","12053525217.1809","12573060904.8807","12866110160.1646","13229850430.9674","13719774159.3291","14097356679.2382","14575382431.8826","14769831308.7257","15361066998.8901","15731635117.4164","16710783797.4248","17774766696.1759","18904543055.8656","20304894471.3123","21565674310.7132","22560634320.127","22863414676.2849","24359596784.0565","25290585507.823","26226336251.1668",
"Singapur","SGP","PIB (US$ a precios constantes de 2015)","NY.GDP.MKTP.KD","5946720491.69894","6430636626.47973","6916371174.51312","7610786827.41439","7374611314.16725","7952357572.78199","8761915152.83763","9857909188.44216","11191387994.8357","12739585038.0958","14515738366.7012","16317640426.9634","18490426054.2251","20450966486.6437","21702034804.4296","22567672249.1953","24246067681.3412","25907515501.973","27922390122.3792","30590220573.5275","33683923408.4338","37327150728.2745","39978179040.9688","43398105213.3908","47213790846.1077","46919789791.428","47549833615.1874","52684232538.6867","58618369610.6777","64573309330.2784","70914989180.4411","75658065571.9819","80681614023.603","89927445311.2214","99905515247.3951","107074136708.308","115074063971.778","124643863764.479","121912898005.201","128884330733.002","140533304238.721","139028385430.873","144482970559.889","151054425108.65","166069208808.394","178302402123.907","194361682395.941","211896059498.482","215844707508.228","216120888113.033","247501100140.018","262883130580.256","274543305511.611","287769788882.221","299095084828.978","307998545269.398","319051515647.446","333450075464.15","345177895368.501","349820740821.559","336283381521.284","368871820049.825","383029403742.294","387147091448.002",
"Islas Salomón","SLB","PIB (US$ a precios constantes de 2015)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","526656505.870377","517192386.453485","508557520.486259","528343416.823391","529242658.920286","512665069.902989","511632407.826186","554718559.876502","561653630.916661","585603983.636713","598487271.277574","634396516.850786","714964863.377732","743563454.587224","803792103.526523","884883597.380402","899129405.972329","890910669.180314","902416889.603744","898033573.476278","769821323.862413","708569673.447626","688729843.865273","733658906.919678","790028121.465616","848157141.873731","883256261.943756","915403896.59139","972396664.39558","1000248709.93082","1097356737.34919","1178889790.05034","1207961228.62394","1271231099.22786","1286348801.55569","1307909887.55212","1380560770.50796","1423017819.02535","1462093823.20911","1487659506.79743","1437359543.96514","1474218469.89734","1509636294.96603","1554171854.34426",
"Sierra Leona","SLE","PIB (US$ a precios constantes de 2015)","NY.GDP.MKTP.KD","1144714146.76893","1165422524.20765","1218343977.19157","1239052354.63029","1321885963.27696","1416799434.82654","1440885025.19037","1441407800.65908","1470523140.35514","1595891808.39277","1733465553.84847","1793546022.36724","1809692145.12915","1850529988.34265","1915295360.94534","1947265787.59109","1938519130.36648","1939423949.8695","1986092932.21418","2075690859.59776","2176227024.35138","2238933451.47066","2345993775.7036","2296662180.64334","2390665350.69384","2263688973.73939","2291669231.36695","2457385991.92052","2283403063.70428","2300071906.03955","2377124268.5196","2433033313.96031","1970442881.96748","1997527606.39199","1958628050.84448","1801942657.77832","1833545490.38464","1725786540.61451","1756592051.17964","1721824055.28136","1836372354.88963","1719846166.07221","2176020483.03299","2382386246.69629","2536737383.13753","2647174243.84111","2760555640.36913","2980753164.61518","3142783718.55673","3243649211.15378","3458946182.9169","3666823004.485","4224244207.26028","5114673242.01552","5347864162.48841","4252029353.82191","4521894085.09341","4691637090.59349","4854573078.03945","5109620032.14241","5009037831.62026","5214643811.94487","5394942200.07313","5580033029.2211",
"El Salvador","SLV","PIB (US$ a precios constantes de 2015)","NY.GDP.MKTP.KD","","","","","","8436981023.83702","9041164856.02793","9532719323.64585","9841264123.9887","10184273395.4893","10487489267.5318","10892123610.1732","11558452941.2734","12120387185.4016","12767131179.7589","13140382331.0483","13803874422.7697","14739785629.5234","15524349903.1238","14875390870.3838","12519595404.9102","11803350547.2252","11058739556.5625","11228936354.4283","11378871628.7386","11448773885.0049","11471061560.9159","11758775195.4032","11979625802.1576","12095116486.4236","12679661440.9982","12869106686.2417","13772770636.8146","14574113893.4325","15257940313.4288","15980263628.1804","16109937378.9353","16615462391.6437","17056150528.9746","17424910257.6837","17621447036.1716","17776447691.3707","18056056716.4359","18338704970.0344","18501810234.6557","18997812331.293","19821747186.6752","20187974224.9399","20622904543.8145","20188015254.5251","20622904543.8145","21401127375.9033","22019127752.9422","22499794814.169","22888906230.2134","23438240000","24033351541.724","24573529736.8617","25166352435.5773","25779775126.5993","23744951345.511","26571731219.3539","27315620697.1628","28274665875.3002",
"San Marino","SMR","PIB (US$ a precios constantes de 2015)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1248965743.56433","1342208765.67718","1463670070.79788","1495568999.41544","1578996966.56905","1583904494.04867","1645248587.54397","1720088381.60824","1761802365.18504","1829280868.02987","1959330346.23991","1949515291.28066","1748306664.61608","1652609878.76341","1515199109.33393","1408460386.65211","1397418449.82295","1387603394.86371","1419400403.82788","1452676910.12972","1456428672.92853","1478186338.32774","1508721013.93425","1408422586.4217","1527618401.78175","","",
"Somalia","SOM","PIB (US$ a precios constantes de 2015)","NY.GDP.MKTP.KD","1209125245.49354","1169683807.27278","1252458299.98274","1287637380.90201","1208954710.6944","1137098293.30168","1240558940.6966","1314259847.89424","1340939024.79592","1318148831.20261","1378538606.17183","1408016790.20308","1617543098.26906","1421021871.39343","1431714938.14996","1642108251.62858","1611763062.1845","1831693435.20262","1937921005.06404","1841277877.59621","1874290956.95161","1991700376.27197","2046810920.0346","1809862205.30639","1868966266.73294","2047077154.54551","2003148460.242","2205220454.03834","2280534195.32902","2367369290.17934","2422456327.90307","2493932618.03178","2282239550.00899","2373314519.75823","1949749326.89243","2027555953.70541","2190693410.88887","2216554367.98545","2362547571.89145","2535445784.62779","2715723949.10689","2908820457.71503","3130771233.72299","3369657447.20013","3609250682.90932","3865879750.74611","4116635043.46245","4392217080.76467","4686247549.48746","4999961452.55519","5334676468.33379","5691798485.21635","6072827506.71281","5908339719.89992","6353024504.94698","6984947145.09508","7433280909.34461","8139984229.66341","8383289630.69717","8687636316.0909","8464964588.64049","8745238654.85204","8958453281.90567","9236430682.68611",
"Serbia","SRB","PIB (US$ a precios constantes de 2015)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21207996311.0491","22536482726.8828","24160772639.454","24967954422.0655","22614934047.5966","24001639533.7162","25652658257.1637","27289401825.2219","28486794470.3417","31058638373.6818","32776288886.9436","34450432939.3719","36668877372.0223","38742713828.0746","37684358972.4149","37959848425.8431","38732815970.3818","38468835418.7072","39581599083.0007","38952445480.7939","39655949731.3816","40979898020.819","41840952822.739","43721754402.1687","45615664899.1593","45203655774.1983","48696066612.4904","49937794675.5132","51200118921.3357",
"África al sur del Sahara (excluido altos ingresos)","SSA","PIB (US$ a precios constantes de 2015)","NY.GDP.MKTP.KD","259562209145.15","262414563242.49","278195056151.998","295667751243.721","310427256274.576","324971158290.116","331571158713.089","329052579271.016","339362690232.438","369969302967.737","398993620534.76","429945881979.065","442693208369.135","461817053758.637","496818708193.596","495524948885.426","521183369495.282","535700864773.007","534767561470.222","555854109107.821","576786385642.787","572093562883.215","565230683348.891","550643003942.67","563008665174.101","574275325488.334","585206321330.519","602470767775.894","629269308066.166","643788284237.981","658914224681.597","661203349451.11","658510343710.388","652574559950.448","658998773500.873","680890471681.547","715791146080.13","744948487514.226","763589864771.407","780427095973.231","807564140405.568","841531851441.21","894858897836.223","931196355930.72","992758503703.608","1052485366787.56","1116190573634.63","1184944689558.87","1246526402464.8","1286233324498.97","1363366143311.58","1423494321909.27","1469877089795.32","1544748197524.64","1619999378048.59","1667230590352.53","1687782433215.89","1729639944999.2","1777253433381.32","1824472390380.71","1788772808935.84","1865125161604.56","1933208226297.05","1990332366411.55",
"Sudán del Sur","SSD","PIB (US$ a precios constantes de 2015)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20185217785.8109","21202884179.2359","22367646895.0144","21329717232.6938","11500530835.4315","13010519613.8763","13449448810.7001","11997800760.2242","","","","","","","","",
"África al sur del Sahara","SSF","PIB (US$ a precios constantes de 2015)","NY.GDP.MKTP.KD","259688666546.109","262533459180.583","278324420664.278","295811031504.779","310579223172.72","325120176468.493","331743775646.63","329226379613.237","339550642706.373","370155099296.038","399196168091.244","430182672532.453","442945886983.484","462093996296.308","497097342175.298","495813565637.619","521522603376.903","536016005862.158","535156914859.221","556309149232.562","577214956566.795","572505116931.917","565633600338.036","551043617464.979","563426710906.441","574737158248.351","585671567075.37","602958874158.529","629783498509.137","644356173856.864","659524980276.202","661831221443.654","659184063201.123","653298256792.228","659704517521.887","681599371303.871","716571395804.675","745824709801.951","764487703603.081","781341706008.246","808517737277.382","842463042074.149","895800765230.391","932081500585.365","993617156992.624","1053421773024.95","1117215564462.3","1186061093106.24","1247611030059.34","1287291060097.81","1364471531295.81","1424704829896","1471125252793.66","1546012009178.88","1621314547113.55","1668662993704.66","1689388408434.47","1731357602339.19","1779055933937.08","1826374286081.75","1790451424728.48","1866813048083.88","1935148905025.04","1992334403857.46",
"Pequeños Estados","SST","PIB (US$ a precios constantes de 2015)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","52853952321.4843","52146526983.5846","58865748958.4629","64137708491.4171","68130540394.5367","75104602063.4877","75581364426.7482","73131225646.5022","73331418612.3743","74298760272.6447","77934892030.7833","79345258048.2368","81915366085.3474","85912387844.4978","89495599462.3499","92721276374.3341","95656115749.3044","96122873095.805","95955307913.7363","98033381697.1696","100889644668.001","105263144941.838","109333492114.287","113808873902.873","118635862577.519","122275815343.757","129396188896.462","132891242344.225","137000517876.74","142263904994.214","148613457539.412","155286518055.172","164332265594.17","173348536841.916","176419419542.564","170632765214.093","174782022884.584","179678321916.125","182790432460.017","185471333525.926","189833392629.101","195342695295.027","201752893731.467","210312982992.747","218163909426.121","225637089079.733","210996021397.697","225315297146.546","242632093792.125","253624843042.831",
"Santo Tomé y Príncipe","STP","PIB (US$ a precios constantes de 2015)","NY.GDP.MKTP.KD","","","","","","","","","","","76468736.2325129","80579183.1604306","82425278.6329624","83737737.1460723","88497202.0862374","93256666.9501431","94785464.7752483","116981878.369031","120371194.307804","140043649.287057","138529274.103088","124241500.188515","128084020.956774","123122082.493496","115697254.537527","126456967.382791","119081846.688415","115592613.442713","117902997.636414","121599628.757538","118982019.521086","120410996.813504","121253873.763668","122587666.383229","125284595.036492","127790286.960099","129707141.256494","130999446.171627","134274411.333381","137631279.456269","138248374.551844","142484974.901201","147272738.169326","159483885.915675","165126275.794519","176048759.302531","191657434.828232","198636586.369116","211009232.403659","217977631.138481","221134893.270466","225556373.808257","232194322.317036","244081977.08615","256057151.143233","259999643.047388","273459361.117428","284706658.792625","297171513.193917","303157496.465873","311114954.79799","317023957.753826","317230918.72276","315725838.988569",
